#duplication_margin=0.05
persistent_family	duplication_ratio	mean_presence	is_single_copy_marker
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4461	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4464	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4465	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4467	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4468	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4469	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4470	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4471	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4472	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4473	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4474	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4475	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4476	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4479	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4481	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4482	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4483	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4484	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4485	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4487	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4488	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4492	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4493	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4495	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4496	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4497	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4499	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4501	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4502	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4503	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4504	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4505	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4506	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4510	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4511	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4514	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4515	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4518	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4519	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4522	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4523	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4529	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4531	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4535	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4536	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4537	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4538	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4539	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4540	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4542	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4543	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4545	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4546	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4547	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4548	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4549	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4550	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4553	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4555	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4556	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4558	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4559	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4811	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4812	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4813	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4814	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4815	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4816	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4819	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4821	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4822	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4823	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4824	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4826	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4827	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4828	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4829	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4831	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4832	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4833	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4834	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4835	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4836	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4838	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4840	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4841	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4842	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4843	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4844	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4845	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4846	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4847	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4848	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4849	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4850	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4851	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4852	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4853	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4854	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4855	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4856	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4857	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4859	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4860	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4861	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4862	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4863	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4864	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4865	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4869	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4870	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4871	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4872	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4874	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4875	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4876	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4878	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4880	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4882	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4883	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4884	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4885	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4888	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4891	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4892	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4893	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4894	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4896	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4898	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4901	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4902	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4904	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4905	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4906	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4907	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4908	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4909	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4910	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4911	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4912	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4913	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4914	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4915	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4916	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4917	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4918	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4920	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4921	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4922	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4924	0.0	1.0	True
Vibrio_coralliilyticus_ATCC_BAA-450_CDS_4925	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0170	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0171	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0177	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0184	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0186	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0193	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0199	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0206	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0212	0.933	1.933	False
Vibrio_coralliilyticus_P1_CDS_0216	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0218	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0219	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0220	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0221	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0229	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0230	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0236	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0241	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0242	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0265	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0272	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0279	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0291	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0295	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0300	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0305	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0313	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0319	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0323	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0327	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0330	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0331	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0341	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0342	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0345	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0349	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0351	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0367	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0370	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0376	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0379	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0381	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0384	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0390	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0392	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0396	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0404	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0406	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0407	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0409	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0422	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0423	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0427	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0428	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0429	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0455	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0459	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0462	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0483	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0487	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0489	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0491	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0512	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0513	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0521	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0523	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0528	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0531	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0534	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0536	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0537	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_0550	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1287	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1288	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1334	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1336	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1337	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1339	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1348	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1355	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1356	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1358	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1360	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1363	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1365	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1366	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1380	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1382	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1383	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1386	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1393	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1396	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1397	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1398	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1400	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1412	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1421	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1430	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1434	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1447	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1453	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1457	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1458	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1477	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1489	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1491	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1510	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1527	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1539	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1541	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1542	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1543	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1546	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1551	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1560	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1561	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1576	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1579	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1596	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1599	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1602	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1609	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1610	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1612	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1615	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1621	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_1624	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2295	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2297	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2301	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2306	0.154	1.154	False
Vibrio_coralliilyticus_P1_CDS_2313	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2315	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2316	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2324	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2342	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2343	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2345	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2351	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2353	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2357	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2359	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2371	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2372	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2379	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2381	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2384	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2388	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2389	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2398	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2402	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2408	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2409	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2414	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2415	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2429	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2432	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2438	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2445	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2452	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2455	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2467	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2471	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2481	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2483	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2484	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2497	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2501	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2506	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2511	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2512	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2515	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2540	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2542	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2547	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2550	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2555	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2566	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2569	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2580	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2584	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2588	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2595	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2597	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2600	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2605	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2607	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_2609	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3307	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3340	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3350	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3351	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3352	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3354	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3355	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3356	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3357	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3359	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3360	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3365	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3373	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3374	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3375	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3377	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3381	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3382	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3385	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3391	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3392	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3396	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3397	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3401	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3403	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3406	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3407	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3408	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3411	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3415	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3416	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3422	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3438	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3440	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3445	0.0	1.0	True
Vibrio_coralliilyticus_P1_CDS_3458	0.0	1.0	True
